Unnamed: 0,dataset,question,answer,question_type,referential_title,filename,dataset_100_stacked_bar_data.csv,dataset_area_data.csv,dataset_bar_data.csv,dataset_histogram_data.csv,dataset_line_data.csv,dataset_pie_data.csv,dataset_scatterplot_data.csv,dataset_stacked_area_data.csv,dataset_stacked_bar_data.csv,plot_type_bar,plot_type_hist,plot_type_line,plot_type_pie,plot_type_scatter,plot_type_stacked_bar,plot_type_stacked_bar_100,color_black,color_burlywood,color_chartreuse,color_lightgray,color_lightpink,color_mediumvioletred,color_navy,color_red,color_saddlebrown,color_tomato
16,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
63,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
65,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
67,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
68,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
69,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
70,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
71,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
73,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
74,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
75,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
76,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
77,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
79,line_data.csv,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit",$50.24,Retrieve Value,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
120,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
121,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
122,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
123,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
127,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
128,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
129,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
130,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
131,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
132,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
133,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
134,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
135,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
136,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
138,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
139,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
180,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
181,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
183,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
184,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
185,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
186,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
187,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
188,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
189,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_navy.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
190,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
191,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
192,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
193,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
194,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
195,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
196,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
197,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
198,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
199,line_data.csv,"In which month was the price of a barrel of oil the lowest in 2015? Options: March, May, July,December, Omit",December,Find Extremum,0,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
240,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
241,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_red.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
243,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_saddlebrown.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
244,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
245,line_data.csv,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit",$37.04 - $60.95 ,Determine Range,1,line_data.csv_line_Oil_Prices_Spike_Between_April_and_June_lightgray.png,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
